Date,BND,EEM,^DJI,^FCHI,^FTSE,^GDAXI,^GSPC,^HSI,^IXIC,^N225
2023-01-24,72.12675476074219,41.733055114746094,33733.9609375,7050.47998046875,7757.39990234375,15093.1103515625,4016.949951171875,22044.650390625,11334.26953125,27299.189453125
2023-01-25,72.21420288085938,41.77273941040039,33743.83984375,7043.8798828125,7744.89990234375,15081.6396484375,4016.219970703125,22044.650390625,11313.3603515625,27395.009765625
2023-01-26,72.07816314697266,42.16963195800781,33949.41015625,7095.990234375,7761.10009765625,15132.849609375,4060.429931640625,22566.779296875,11512.41015625,27362.75
2023-01-27,72.00041198730469,41.971187591552734,33978.078125,7097.2099609375,7765.2001953125,15150.0302734375,4070.56005859375,22688.900390625,11621.7099609375,27382.560546875
2023-01-30,71.79634094238281,41.1277961730957,33717.08984375,7082.009765625,7784.89990234375,15126.080078125,4017.77001953125,22069.73046875,11393.8095703125,27433.400390625
2023-01-31,72.12675476074219,41.03849411010742,34086.0390625,7082.419921875,7771.7001953125,15128.26953125,4076.60009765625,21842.330078125,11584.5498046875,27327.109375
2023-02-01,72.5904312133789,41.54452896118164,34092.9609375,7077.10986328125,7761.10009765625,15180.740234375,4119.2099609375,22072.1796875,11816.3203125,27346.880859375
2023-02-02,72.63912963867188,41.296470642089844,34053.94140625,7166.27001953125,7820.2001953125,15509.1904296875,4179.759765625,21958.359375,12200.8203125,27402.05078125
2023-02-03,71.99622344970703,40.562225341796875,33926.01171875,7233.93994140625,7901.7998046875,15476.4296875,4136.47998046875,21660.470703125,12006.9501953125,27509.4609375
2023-02-06,71.54813385009766,39.966888427734375,33891.01953125,7137.10009765625,7836.7001953125,15345.91015625,4111.080078125,21222.16015625,11887.4501953125,27693.650390625
2023-02-07,71.45071411132812,40.12564468383789,34156.69140625,7132.35009765625,7864.7001953125,15320.8798828125,4164.0,21298.69921875,12113.7900390625,27685.470703125
2023-02-08,71.57735443115234,40.07603454589844,33949.01171875,7119.830078125,7885.2001953125,15412.0498046875,4117.85986328125,21283.51953125,11910.51953125,27606.4609375
2023-02-09,71.28511810302734,40.26456069946289,33699.87890625,7188.35986328125,7911.2001953125,15523.419921875,4081.5,21624.359375,11789.580078125,27584.349609375
2023-02-10,70.98316192626953,39.877586364746094,33869.26953125,7129.72998046875,7882.5,15307.98046875,4090.4599609375,21190.419921875,11718.1201171875,27670.98046875
